,season,rank_pub_date,team,rank,last_updated
697,2019,2019-03-04,Syracuse,25,2019-11-22 21:34:27.241391
698,2019,2019-03-11,Syracuse,25,2019-11-22 21:34:27.241391
699,2019,2019-05-01,Syracuse,25,2019-11-22 21:34:27.241391
700,2019,2018-11-01,Maryland,25,2019-11-22 21:34:27.241391
701,2019,2018-11-12,Maryland,25,2019-11-22 21:34:27.241391
702,2019,2018-11-19,Maryland,25,2019-11-22 21:34:27.241391
703,2019,2018-11-26,Maryland,24,2019-11-22 21:34:27.241391
704,2019,2018-12-03,Maryland,23,2019-11-22 21:34:27.241391
705,2019,2018-12-10,Maryland,23,2019-11-22 21:34:27.241391
706,2019,2018-12-17,Maryland,23,2019-11-22 21:34:27.241391
707,2019,2018-12-24,Maryland,23,2019-11-22 21:34:27.241391
708,2019,2018-12-31,Maryland,23,2019-11-22 21:34:27.241391
709,2019,2019-01-07,Maryland,23,2019-11-22 21:34:27.241391
710,2019,2019-01-14,Maryland,19,2019-11-22 21:34:27.241391
711,2019,2019-01-21,Maryland,13,2019-11-22 21:34:27.241391
712,2019,2019-01-28,Maryland,21,2019-11-22 21:34:27.241391
713,2019,2019-02-04,Maryland,24,2019-11-22 21:34:27.241391
714,2019,2019-02-11,Maryland,24,2019-11-22 21:34:27.241391
715,2019,2019-02-18,Maryland,24,2019-11-22 21:34:27.241391
716,2019,2019-02-25,Maryland,17,2019-11-22 21:34:27.241391
717,2019,2019-03-04,Maryland,24,2019-11-22 21:34:27.241391
718,2019,2019-03-11,Maryland,21,2019-11-22 21:34:27.241391
719,2019,2019-05-01,Maryland,21,2019-11-22 21:34:27.241391
720,2019,2018-11-01,West Virginia,13,2019-11-22 21:34:27.241391
721,2019,2018-11-12,West Virginia,13,2019-11-22 21:34:27.241391
722,2019,2018-11-19,West Virginia,13,2019-11-22 21:34:27.241391
723,2019,2018-11-26,West Virginia,13,2019-11-22 21:34:27.241391
724,2019,2018-12-03,West Virginia,13,2019-11-22 21:34:27.241391
725,2019,2018-12-10,West Virginia,13,2019-11-22 21:34:27.241391
726,2019,2018-12-17,West Virginia,13,2019-11-22 21:34:27.241391
727,2019,2018-12-24,West Virginia,13,2019-11-22 21:34:27.241391
728,2019,2018-12-31,West Virginia,13,2019-11-22 21:34:27.241391
729,2019,2019-01-07,West Virginia,13,2019-11-22 21:34:27.241391
730,2019,2019-01-14,West Virginia,13,2019-11-22 21:34:27.241391
731,2019,2019-01-21,West Virginia,13,2019-11-22 21:34:27.241391
732,2019,2019-01-28,West Virginia,13,2019-11-22 21:34:27.241391
733,2019,2019-02-04,West Virginia,13,2019-11-22 21:34:27.241391
734,2019,2019-02-11,West Virginia,13,2019-11-22 21:34:27.241391
735,2019,2019-02-18,West Virginia,13,2019-11-22 21:34:27.241391
736,2019,2019-02-25,West Virginia,13,2019-11-22 21:34:27.241391
737,2019,2019-03-04,West Virginia,13,2019-11-22 21:34:27.241391
738,2019,2019-03-11,West Virginia,13,2019-11-22 21:34:27.241391
739,2019,2019-05-01,West Virginia,13,2019-11-22 21:34:27.241391
740,2019,2018-11-01,UCLA,21,2019-11-22 21:34:27.241391
741,2019,2018-11-12,UCLA,20,2019-11-22 21:34:27.241391
742,2019,2018-11-19,UCLA,17,2019-11-22 21:34:27.241391
743,2019,2018-11-26,UCLA,17,2019-11-22 21:34:27.241391
744,2019,2018-12-03,UCLA,17,2019-11-22 21:34:27.241391
745,2019,2018-12-10,UCLA,17,2019-11-22 21:34:27.241391
746,2019,2018-12-17,UCLA,17,2019-11-22 21:34:27.241391
747,2019,2018-12-24,UCLA,17,2019-11-22 21:34:27.241391
748,2019,2018-12-31,UCLA,17,2019-11-22 21:34:27.241391
749,2019,2019-01-07,UCLA,17,2019-11-22 21:34:27.241391
750,2019,2019-01-14,UCLA,17,2019-11-22 21:34:27.241391
751,2019,2019-01-21,UCLA,17,2019-11-22 21:34:27.241391
752,2019,2019-01-28,UCLA,17,2019-11-22 21:34:27.241391
753,2019,2019-02-04,UCLA,17,2019-11-22 21:34:27.241391
754,2019,2019-02-11,UCLA,17,2019-11-22 21:34:27.241391
755,2019,2019-02-18,UCLA,17,2019-11-22 21:34:27.241391
756,2019,2019-02-25,UCLA,17,2019-11-22 21:34:27.241391
757,2019,2019-03-04,UCLA,17,2019-11-22 21:34:27.241391
758,2019,2019-03-11,UCLA,17,2019-11-22 21:34:27.241391
759,2019,2019-05-01,UCLA,17,2019-11-22 21:34:27.241391
760,2019,2018-11-01,Washington,25,2019-11-22 21:34:27.241391
761,2019,2018-11-12,Washington,25,2019-11-22 21:34:27.241391
762,2019,2018-11-19,Washington,25,2019-11-22 21:34:27.241391
763,2019,2018-11-26,Washington,25,2019-11-22 21:34:27.241391
764,2019,2018-12-03,Washington,25,2019-11-22 21:34:27.241391
765,2019,2018-12-10,Washington,25,2019-11-22 21:34:27.241391
766,2019,2018-12-17,Washington,25,2019-11-22 21:34:27.241391
767,2019,2018-12-24,Washington,25,2019-11-22 21:34:27.241391
768,2019,2018-12-31,Washington,25,2019-11-22 21:34:27.241391
769,2019,2019-01-07,Washington,25,2019-11-22 21:34:27.241391
770,2019,2019-01-14,Washington,25,2019-11-22 21:34:27.241391
771,2019,2019-01-21,Washington,25,2019-11-22 21:34:27.241391
772,2019,2019-01-28,Washington,25,2019-11-22 21:34:27.241391
773,2019,2019-02-04,Washington,25,2019-11-22 21:34:27.241391
774,2019,2019-02-11,Washington,25,2019-11-22 21:34:27.241391
775,2019,2019-02-18,Washington,25,2019-11-22 21:34:27.241391
776,2019,2019-02-25,Washington,25,2019-11-22 21:34:27.241391
777,2019,2019-03-04,Washington,25,2019-11-22 21:34:27.241391
778,2019,2019-03-11,Washington,25,2019-11-22 21:34:27.241391
779,2019,2019-05-01,Washington,25,2019-11-22 21:34:27.241391
780,2019,2018-11-01,Clemson,22,2019-11-22 21:34:27.241391
781,2019,2018-11-12,Clemson,19,2019-11-22 21:34:27.241391
782,2019,2018-11-19,Clemson,16,2019-11-22 21:34:27.241391
783,2019,2018-11-26,Clemson,16,2019-11-22 21:34:27.241391
784,2019,2018-12-03,Clemson,16,2019-11-22 21:34:27.241391
785,2019,2018-12-10,Clemson,16,2019-11-22 21:34:27.241391
786,2019,2018-12-17,Clemson,16,2019-11-22 21:34:27.241391
787,2019,2018-12-24,Clemson,16,2019-11-22 21:34:27.241391
788,2019,2018-12-31,Clemson,16,2019-11-22 21:34:27.241391
789,2019,2019-01-07,Clemson,16,2019-11-22 21:34:27.241391
790,2019,2019-01-14,Clemson,16,2019-11-22 21:34:27.241391
791,2019,2019-01-21,Clemson,16,2019-11-22 21:34:27.241391
792,2019,2019-01-28,Clemson,16,2019-11-22 21:34:27.241391
793,2019,2019-02-04,Clemson,16,2019-11-22 21:34:27.241391
794,2019,2019-02-11,Clemson,16,2019-11-22 21:34:27.241391
795,2019,2019-02-18,Clemson,16,2019-11-22 21:34:27.241391
796,2019,2019-02-25,Clemson,16,2019-11-22 21:34:27.241391
797,2019,2019-03-04,Clemson,16,2019-11-22 21:34:27.241391
798,2019,2019-03-11,Clemson,16,2019-11-22 21:34:27.241391
799,2019,2019-05-01,Clemson,16,2019-11-22 21:34:27.241391
800,2019,2018-11-01,Furman,16,2019-11-22 21:34:27.241391
801,2019,2018-11-12,Furman,16,2019-11-22 21:34:27.241391
802,2019,2018-11-19,Furman,16,2019-11-22 21:34:27.241391
803,2019,2018-11-26,Furman,16,2019-11-22 21:34:27.241391
804,2019,2018-12-03,Furman,25,2019-11-22 21:34:27.241391
805,2019,2018-12-10,Furman,23,2019-11-22 21:34:27.241391
806,2019,2018-12-17,Furman,24,2019-11-22 21:34:27.241391
807,2019,2018-12-24,Furman,24,2019-11-22 21:34:27.241391
808,2019,2018-12-31,Furman,24,2019-11-22 21:34:27.241391
809,2019,2019-01-07,Furman,24,2019-11-22 21:34:27.241391
810,2019,2019-01-14,Furman,24,2019-11-22 21:34:27.241391
811,2019,2019-01-21,Furman,24,2019-11-22 21:34:27.241391
812,2019,2019-01-28,Furman,24,2019-11-22 21:34:27.241391
813,2019,2019-02-04,Furman,24,2019-11-22 21:34:27.241391
814,2019,2019-02-11,Furman,24,2019-11-22 21:34:27.241391
815,2019,2019-02-18,Furman,24,2019-11-22 21:34:27.241391
816,2019,2019-02-25,Furman,24,2019-11-22 21:34:27.241391
817,2019,2019-03-04,Furman,24,2019-11-22 21:34:27.241391
818,2019,2019-03-11,Furman,24,2019-11-22 21:34:27.241391
819,2019,2019-05-01,Furman,24,2019-11-22 21:34:27.241391
820,2019,2018-11-01,Texas,24,2019-11-22 21:34:27.241391
821,2019,2018-11-12,Texas,24,2019-11-22 21:34:27.241391
822,2019,2018-11-19,Texas,24,2019-11-22 21:34:27.241391
823,2019,2018-11-26,Texas,17,2019-11-22 21:34:27.241391
824,2019,2018-12-03,Texas,17,2019-11-22 21:34:27.241391
825,2019,2018-12-10,Texas,17,2019-11-22 21:34:27.241391
826,2019,2018-12-17,Texas,17,2019-11-22 21:34:27.241391
827,2019,2018-12-24,Texas,17,2019-11-22 21:34:27.241391
828,2019,2018-12-31,Texas,17,2019-11-22 21:34:27.241391
829,2019,2019-01-07,Texas,17,2019-11-22 21:34:27.241391
830,2019,2019-01-14,Texas,17,2019-11-22 21:34:27.241391
831,2019,2019-01-21,Texas,17,2019-11-22 21:34:27.241391
832,2019,2019-01-28,Texas,17,2019-11-22 21:34:27.241391
833,2019,2019-02-04,Texas,17,2019-11-22 21:34:27.241391
834,2019,2019-02-11,Texas,17,2019-11-22 21:34:27.241391
835,2019,2019-02-18,Texas,17,2019-11-22 21:34:27.241391
836,2019,2019-02-25,Texas,17,2019-11-22 21:34:27.241391
837,2019,2019-03-04,Texas,17,2019-11-22 21:34:27.241391
838,2019,2019-03-11,Texas,17,2019-11-22 21:34:27.241391
839,2019,2019-05-01,Texas,17,2019-11-22 21:34:27.241391
840,2019,2018-11-01,NC State,17,2019-11-22 21:34:27.241391
841,2019,2018-11-12,NC State,17,2019-11-22 21:34:27.241391
842,2019,2018-11-19,NC State,17,2019-11-22 21:34:27.241391
843,2019,2018-11-26,NC State,17,2019-11-22 21:34:27.241391
844,2019,2018-12-03,NC State,17,2019-11-22 21:34:27.241391
845,2019,2018-12-10,NC State,17,2019-11-22 21:34:27.241391
846,2019,2018-12-17,NC State,17,2019-11-22 21:34:27.241391
847,2019,2018-12-24,NC State,20,2019-11-22 21:34:27.241391
848,2019,2018-12-31,NC State,18,2019-11-22 21:34:27.241391
849,2019,2019-01-07,NC State,15,2019-11-22 21:34:27.241391
850,2019,2019-01-14,NC State,17,2019-11-22 21:34:27.241391
851,2019,2019-01-21,NC State,21,2019-11-22 21:34:27.241391
852,2019,2019-01-28,NC State,23,2019-11-22 21:34:27.241391
853,2019,2019-02-04,NC State,23,2019-11-22 21:34:27.241391
854,2019,2019-02-11,NC State,23,2019-11-22 21:34:27.241391
855,2019,2019-02-18,NC State,23,2019-11-22 21:34:27.241391
856,2019,2019-02-25,NC State,23,2019-11-22 21:34:27.241391
857,2019,2019-03-04,NC State,23,2019-11-22 21:34:27.241391
858,2019,2019-03-11,NC State,23,2019-11-22 21:34:27.241391
859,2019,2019-05-01,NC State,23,2019-11-22 21:34:27.241391
860,2019,2018-11-01,Iowa,23,2019-11-22 21:34:27.241391
861,2019,2018-11-12,Iowa,23,2019-11-22 21:34:27.241391
862,2019,2018-11-19,Iowa,20,2019-11-22 21:34:27.241391
863,2019,2018-11-26,Iowa,14,2019-11-22 21:34:27.241391
864,2019,2018-12-03,Iowa,18,2019-11-22 21:34:27.241391
865,2019,2018-12-10,Iowa,22,2019-11-22 21:34:27.241391
866,2019,2018-12-17,Iowa,23,2019-11-22 21:34:27.241391
867,2019,2018-12-24,Iowa,24,2019-11-22 21:34:27.241391
868,2019,2018-12-31,Iowa,25,2019-11-22 21:34:27.241391
869,2019,2019-01-07,Iowa,25,2019-11-22 21:34:27.241391
870,2019,2019-01-14,Iowa,23,2019-11-22 21:34:27.241391
871,2019,2019-01-21,Iowa,19,2019-11-22 21:34:27.241391
872,2019,2019-01-28,Iowa,19,2019-11-22 21:34:27.241391
873,2019,2019-02-04,Iowa,20,2019-11-22 21:34:27.241391
874,2019,2019-02-11,Iowa,21,2019-11-22 21:34:27.241391
875,2019,2019-02-18,Iowa,21,2019-11-22 21:34:27.241391
876,2019,2019-02-25,Iowa,22,2019-11-22 21:34:27.241391
877,2019,2019-03-04,Iowa,22,2019-11-22 21:34:27.241391
878,2019,2019-03-11,Iowa,22,2019-11-22 21:34:27.241391
879,2019,2019-05-01,Iowa,22,2019-11-22 21:34:27.241391
880,2019,2018-11-01,Ohio State,22,2019-11-22 21:34:27.241391
881,2019,2018-11-12,Ohio State,22,2019-11-22 21:34:27.241391
882,2019,2018-11-19,Ohio State,23,2019-11-22 21:34:27.241391
883,2019,2018-11-26,Ohio State,16,2019-11-22 21:34:27.241391
884,2019,2018-12-03,Ohio State,19,2019-11-22 21:34:27.241391
885,2019,2018-12-10,Ohio State,15,2019-11-22 21:34:27.241391
886,2019,2018-12-17,Ohio State,15,2019-11-22 21:34:27.241391
887,2019,2018-12-24,Ohio State,13,2019-11-22 21:34:27.241391
888,2019,2018-12-31,Ohio State,14,2019-11-22 21:34:27.241391
889,2019,2019-01-07,Ohio State,16,2019-11-22 21:34:27.241391
890,2019,2019-01-14,Ohio State,16,2019-11-22 21:34:27.241391
891,2019,2019-01-21,Ohio State,16,2019-11-22 21:34:27.241391
892,2019,2019-01-28,Ohio State,16,2019-11-22 21:34:27.241391
893,2019,2019-02-04,Ohio State,16,2019-11-22 21:34:27.241391
894,2019,2019-02-11,Ohio State,16,2019-11-22 21:34:27.241391
895,2019,2019-02-18,Ohio State,16,2019-11-22 21:34:27.241391
896,2019,2019-02-25,Ohio State,16,2019-11-22 21:34:27.241391
897,2019,2019-03-04,Ohio State,16,2019-11-22 21:34:27.241391
898,2019,2019-03-11,Ohio State,16,2019-11-22 21:34:27.241391
899,2019,2019-05-01,Ohio State,16,2019-11-22 21:34:27.241391
900,2019,2018-11-01,Oklahoma,16,2019-11-22 21:34:27.241391
901,2019,2018-11-12,Oklahoma,16,2019-11-22 21:34:27.241391
902,2019,2018-11-19,Oklahoma,16,2019-11-22 21:34:27.241391
903,2019,2018-11-26,Oklahoma,16,2019-11-22 21:34:27.241391
904,2019,2018-12-03,Oklahoma,16,2019-11-22 21:34:27.241391
905,2019,2018-12-10,Oklahoma,16,2019-11-22 21:34:27.241391
906,2019,2018-12-17,Oklahoma,16,2019-11-22 21:34:27.241391
907,2019,2018-12-24,Oklahoma,25,2019-11-22 21:34:27.241391
908,2019,2018-12-31,Oklahoma,23,2019-11-22 21:34:27.241391
909,2019,2019-01-07,Oklahoma,23,2019-11-22 21:34:27.241391
910,2019,2019-01-14,Oklahoma,20,2019-11-22 21:34:27.241391
911,2019,2019-01-21,Oklahoma,20,2019-11-22 21:34:27.241391
912,2019,2019-01-28,Oklahoma,20,2019-11-22 21:34:27.241391
913,2019,2019-02-04,Oklahoma,20,2019-11-22 21:34:27.241391
914,2019,2019-02-11,Oklahoma,20,2019-11-22 21:34:27.241391
915,2019,2019-02-18,Oklahoma,20,2019-11-22 21:34:27.241391
916,2019,2019-02-25,Oklahoma,20,2019-11-22 21:34:27.241391
917,2019,2019-03-04,Oklahoma,20,2019-11-22 21:34:27.241391
918,2019,2019-03-11,Oklahoma,20,2019-11-22 21:34:27.241391
919,2019,2019-05-01,Oklahoma,20,2019-11-22 21:34:27.241391
920,2019,2018-11-01,Mississippi State,18,2019-11-22 21:34:27.241391
921,2019,2018-11-12,Mississippi State,17,2019-11-22 21:34:27.241391
922,2019,2018-11-19,Mississippi State,15,2019-11-22 21:34:27.241391
923,2019,2018-11-26,Mississippi State,25,2019-11-22 21:34:27.241391
924,2019,2018-12-03,Mississippi State,22,2019-11-22 21:34:27.241391
925,2019,2018-12-10,Mississippi State,18,2019-11-22 21:34:27.241391
926,2019,2018-12-17,Mississippi State,17,2019-11-22 21:34:27.241391
927,2019,2018-12-24,Mississippi State,19,2019-11-22 21:34:27.241391
928,2019,2018-12-31,Mississippi State,17,2019-11-22 21:34:27.241391
929,2019,2019-01-07,Mississippi State,14,2019-11-22 21:34:27.241391
930,2019,2019-01-14,Mississippi State,24,2019-11-22 21:34:27.241391
931,2019,2019-01-21,Mississippi State,22,2019-11-22 21:34:27.241391
932,2019,2019-01-28,Mississippi State,22,2019-11-22 21:34:27.241391
933,2019,2019-02-04,Mississippi State,22,2019-11-22 21:34:27.241391
934,2019,2019-02-11,Mississippi State,22,2019-11-22 21:34:27.241391
935,2019,2019-02-18,Mississippi State,22,2019-11-22 21:34:27.241391
936,2019,2019-02-25,Mississippi State,22,2019-11-22 21:34:27.241391
937,2019,2019-03-04,Mississippi State,22,2019-11-22 21:34:27.241391
938,2019,2019-03-11,Mississippi State,22,2019-11-22 21:34:27.241391
939,2019,2019-05-01,Mississippi State,22,2019-11-22 21:34:27.241391
940,2019,2018-11-01,TCU,20,2019-11-22 21:34:27.241391
941,2019,2018-11-12,TCU,21,2019-11-22 21:34:27.241391
942,2019,2018-11-19,TCU,18,2019-11-22 21:34:27.241391
943,2019,2018-11-26,TCU,18,2019-11-22 21:34:27.241391
944,2019,2018-12-03,TCU,18,2019-11-22 21:34:27.241391
945,2019,2018-12-10,TCU,18,2019-11-22 21:34:27.241391
946,2019,2018-12-17,TCU,18,2019-11-22 21:34:27.241391
947,2019,2018-12-24,TCU,18,2019-11-22 21:34:27.241391
948,2019,2018-12-31,TCU,18,2019-11-22 21:34:27.241391
949,2019,2019-01-07,TCU,25,2019-11-22 21:34:27.241391
950,2019,2019-01-14,TCU,25,2019-11-22 21:34:27.241391
951,2019,2019-01-21,TCU,25,2019-11-22 21:34:27.241391
952,2019,2019-01-28,TCU,25,2019-11-22 21:34:27.241391
953,2019,2019-02-04,TCU,25,2019-11-22 21:34:27.241391
954,2019,2019-02-11,TCU,25,2019-11-22 21:34:27.241391
955,2019,2019-02-18,TCU,25,2019-11-22 21:34:27.241391
956,2019,2019-02-25,TCU,25,2019-11-22 21:34:27.241391
957,2019,2019-03-04,TCU,25,2019-11-22 21:34:27.241391
958,2019,2019-03-11,TCU,25,2019-11-22 21:34:27.241391
959,2019,2019-05-01,TCU,25,2019-11-22 21:34:27.241391
960,2020,2019-11-01,Duke,4,2019-11-22 21:34:27.241391
961,2020,2019-11-11,Duke,2,2019-11-22 21:34:27.241391
962,2020,2019-11-18,Duke,1,2019-11-22 21:34:27.241391
963,2020,2019-11-01,Louisville,5,2019-11-22 21:34:27.241391
964,2020,2019-11-11,Louisville,4,2019-11-22 21:34:27.241391
965,2020,2019-11-18,Louisville,2,2019-11-22 21:34:27.241391
966,2020,2019-11-01,Michigan State,1,2019-11-22 21:34:27.241391
967,2020,2019-11-11,Michigan State,3,2019-11-22 21:34:27.241391
968,2020,2019-11-18,Michigan State,3,2019-11-22 21:34:27.241391
969,2020,2019-11-01,Kansas,3,2019-11-22 21:34:27.241391
970,2020,2019-11-11,Kansas,5,2019-11-22 21:34:27.241391
971,2020,2019-11-18,Kansas,4,2019-11-22 21:34:27.241391
972,2020,2019-11-01,UNC,9,2019-11-22 21:34:27.241391
973,2020,2019-11-11,UNC,6,2019-11-22 21:34:27.241391
974,2020,2019-11-18,UNC,5,2019-11-22 21:34:27.241391
975,2020,2019-11-01,Maryland,7,2019-11-22 21:34:27.241391
976,2020,2019-11-11,Maryland,7,2019-11-22 21:34:27.241391
977,2020,2019-11-18,Maryland,6,2019-11-22 21:34:27.241391
978,2020,2019-11-01,Virginia,11,2019-11-22 21:34:27.241391
979,2020,2019-11-11,Virginia,9,2019-11-22 21:34:27.241391
980,2020,2019-11-18,Virginia,7,2019-11-22 21:34:27.241391
981,2020,2019-11-01,Gonzaga,8,2019-11-22 21:34:27.241391
982,2020,2019-11-11,Gonzaga,8,2019-11-22 21:34:27.241391
983,2020,2019-11-18,Gonzaga,8,2019-11-22 21:34:27.241391
984,2020,2019-11-01,Kentucky,2,2019-11-22 21:34:27.241391
985,2020,2019-11-11,Kentucky,1,2019-11-22 21:34:27.241391
986,2020,2019-11-18,Kentucky,9,2019-11-22 21:34:27.241391
987,2020,2019-11-01,Ohio State,18,2019-11-22 21:34:27.241391
988,2020,2019-11-11,Ohio State,16,2019-11-22 21:34:27.241391
989,2020,2019-11-18,Ohio State,10,2019-11-22 21:34:27.241391
990,2020,2019-11-01,Oregon,15,2019-11-22 21:34:27.241391
991,2020,2019-11-11,Oregon,14,2019-11-22 21:34:27.241391
992,2020,2019-11-18,Oregon,11,2019-11-22 21:34:27.241391
993,2020,2019-11-01,Texas Tech,13,2019-11-22 21:34:27.241391
994,2020,2019-11-11,Texas Tech,11,2019-11-22 21:34:27.241391
995,2020,2019-11-18,Texas Tech,12,2019-11-22 21:34:27.241391
996,2020,2019-11-01,Seton Hall,12,2019-11-22 21:34:27.241391
997,2020,2019-11-11,Seton Hall,12,2019-11-22 21:34:27.241391
998,2020,2019-11-18,Seton Hall,13,2019-11-22 21:34:27.241391
999,2020,2019-11-01,Arizona,21,2019-11-22 21:34:27.241391
1000,2020,2019-11-11,Arizona,19,2019-11-22 21:34:27.241391
1001,2020,2019-11-18,Arizona,14,2019-11-22 21:34:27.241391
1002,2020,2019-11-01,Utah State,17,2019-11-22 21:34:27.241391
1003,2020,2019-11-11,Utah State,17,2019-11-22 21:34:27.241391
1004,2020,2019-11-18,Utah State,15,2019-11-22 21:34:27.241391
1005,2020,2019-11-01,Memphis,14,2019-11-22 21:34:27.241391
1006,2020,2019-11-11,Memphis,13,2019-11-22 21:34:27.241391
1007,2020,2019-11-18,Memphis,16,2019-11-22 21:34:27.241391
1008,2020,2019-11-01,Villanova,10,2019-11-22 21:34:27.241391
1009,2020,2019-11-11,Villanova,10,2019-11-22 21:34:27.241391
1010,2020,2019-11-18,Villanova,17,2019-11-22 21:34:27.241391
1011,2020,2019-11-01,Xavier,19,2019-11-22 21:34:27.241391
1012,2020,2019-11-11,Xavier,21,2019-11-22 21:34:27.241391
1013,2020,2019-11-18,Xavier,18,2019-11-22 21:34:27.241391
1014,2020,2019-11-01,Auburn,24,2019-11-22 21:34:27.241391
1015,2020,2019-11-11,Auburn,22,2019-11-22 21:34:27.241391
1016,2020,2019-11-18,Auburn,19,2019-11-22 21:34:27.241391
1017,2020,2019-11-01,Tennessee,19,2019-11-22 21:34:27.241391
1018,2020,2019-11-11,Tennessee,19,2019-11-22 21:34:27.241391
1019,2020,2019-11-18,Tennessee,20,2019-11-22 21:34:27.241391
1020,2020,2019-11-01,VCU,25,2019-11-22 21:34:27.241391
1021,2020,2019-11-11,VCU,25,2019-11-22 21:34:27.241391
1022,2020,2019-11-18,VCU,21,2019-11-22 21:34:27.241391
1023,2020,2019-11-01,Texas,21,2019-11-22 21:34:27.241391
1024,2020,2019-11-11,Texas,21,2019-11-22 21:34:27.241391
1025,2020,2019-11-18,Texas,22,2019-11-22 21:34:27.241391
1026,2020,2019-11-01,Colorado,22,2019-11-22 21:34:27.241391
1027,2020,2019-11-11,Colorado,25,2019-11-22 21:34:27.241391
1028,2020,2019-11-18,Colorado,23,2019-11-22 21:34:27.241391
1029,2020,2019-11-01,Baylor,16,2019-11-22 21:34:27.241391
1030,2020,2019-11-11,Baylor,24,2019-11-22 21:34:27.241391
1031,2020,2019-11-18,Baylor,24,2019-11-22 21:34:27.241391
1032,2020,2019-11-01,Washington,24,2019-11-22 21:34:27.241391
1033,2020,2019-11-11,Washington,20,2019-11-22 21:34:27.241391
1034,2020,2019-11-18,Washington,25,2019-11-22 21:34:27.241391
1035,2020,2019-11-01,Purdue,23,2019-11-22 21:34:27.241391
1036,2020,2019-11-11,Purdue,23,2019-11-22 21:34:27.241391
1037,2020,2019-11-18,Purdue,23,2019-11-22 21:34:27.241391
1038,2020,2019-11-01,LSU,22,2019-11-22 21:34:27.241391
1039,2020,2019-11-11,LSU,23,2019-11-22 21:34:27.241391
1040,2020,2019-11-18,LSU,23,2019-11-22 21:34:27.241391
1041,2020,2019-11-01,Saint Mary's,20,2019-11-22 21:34:27.241391
1042,2020,2019-11-11,Saint Mary's,18,2019-11-22 21:34:27.241391
1043,2020,2019-11-18,Saint Mary's,18,2019-11-22 21:34:27.241391
1044,2020,2019-11-01,Florida,6,2019-11-22 21:34:27.241391
1045,2020,2019-11-11,Florida,15,2019-11-22 21:34:27.241391
1046,2020,2019-11-18,Florida,15,2019-11-22 21:34:27.241391
